date,tx_pos,tx_incid,TO,R,rea,hosp,rad,dchosp,incid_rea,incid_hosp,incid_rad,incid_dchosp,conf,conf_j1,pos,esms_dc,dc_tot,pos_7j,cv_dose1,esms_cas
2022-02-12,28.37,1401.5,0.65717674970344,0.590825566139915,3324,31522,541311,106877,156,1329,1570,161,,118611,83618,27820,134697,940619,,288992
2022-02-13,28.19,1373.5,0.65342032423883,0.576474674218836,3305,31621,541777,106984,90,697,475,107,,86562,26407,27820,134804,921826,,288992
2022-02-14,27,1208.76,0.651640964808225,0.565691171201423,3296,31532,543647,107369,311,2215,1907,388,,26475,147636,27820,135189,811257,,288992
2022-02-15,26.19,1110.38,0.639580862000791,0.558385680256546,3235,31091,546183,107670,291,2454,2561,304,,142253,93601,27909,135579,745232,,295985
2022-02-16,25.44,1023.78,0.618030842230131,0.554234941457207,3126,30578,548385,107913,207,1975,2215,244,,98735,91681,27942,135855,687110,,297784
2022-02-17,24.9,952.52,0.603993673388691,0.552892303089154,3055,29843,550715,108171,228,1882,2353,259,,92345,79698,27971,136142,639284,,299675
2022-02-18,24.46,890.66,0.587188612099644,0.554052208291559,2970,29194,552837,108444,196,1795,2161,273,,82553,75176,28002,136446,597768,,301833
2022-02-19,24.01,850.21,0.576907868722815,0.557449810998522,2918,28632,554200,108592,127,978,1370,148,,76638,56468,28002,136594,570617,,301833
2022-02-20,23.83,836.72,0.577896401739818,0.5628615005482,2923,28643,554598,108671,67,495,403,79,,59003,17353,28037,136708,561566,,301833
2022-02-21,22.98,766.29,0.574337682878608,0.570109858664061,2905,28383,556126,108954,210,1570,1540,283,,17195,100371,28037,136991,514296,,301833
2022-02-22,22.3,722.56,0.561882166864373,0.579073563562583,2842,27566,558452,109240,206,1834,2320,286,,97382,64245,28037,137277,484944,,304214
2022-02-23,21.8,682.58,0.544286279161724,0.589695593623293,2753,26881,560486,109452,177,1592,2040,213,,66833,64849,28037,137489,458111,,304331
2022-02-24,21.31,649.18,0.52510873863187,0.601972423986187,2656,26118,562358,109649,150,1352,1884,197,,66732,57284,28121,137770,435697,,308798
2022-02-25,20.9,616.25,0.503361012257809,0.615957827282969,2546,25484,564082,109837,111,1285,1716,188,,58138,53085,28121,137958,413598,,308889
2022-02-26,20.6,593.54,0.491103202846975,0.63177407380513,2484,25264,564911,109928,62,712,835,93,,53623,41227,28131,138059,398355,,310229
2022-02-27,20.5,587.24,0.492487149070779,0.649623675516335,2491,25277,565221,109980,59,384,319,52,,42600,13124,28155,138135,394124,,311485
2022-02-28,20.12,561.03,0.48556741795176,0.669799731018376,2456,25079,566378,110212,163,1210,1166,232,,13483,82785,28155,138367,376535,,311634
2022-03-01,19.98,548.73,0.476077500988533,0.692692665230918,2408,24437,568119,110412,218,1330,1750,200,,79794,55719,28164,138576,368278,,311694
2022-03-02,19.99,541.9,0.460458679319889,0.718755268001565,2329,23840,569768,110577,153,1249,1651,165,,57697,60313,28185,138762,363694,,313081
2022-03-03,20.14,541.24,0.441083432186635,0.748337598503018,2231,23175,571248,110744,100,1037,1503,167,,60225,56884,28198,138942,363253,,313964
2022-03-04,20.35,541.63,0.425662317121392,0.78159462362258,2153,22643,572604,110898,104,1012,1378,162,,57789,53405,28225,139123,363517,,315146
2022-03-05,20.58,546.22,0.410241202056149,0.818433989940503,2075,22196,573476,111006,55,542,877,109,,53678,44320,28237,139243,366596,,316069
2022-03-06,20.72,549.04,0.411032028469751,0.858478747288426,2079,22253,573639,111038,28,256,167,32,,45328,15039,28237,139275,368485,,316985
2022-03-07,21.29,570.33,0.413009094503756,0.901052019094477,2089,22208,574749,111211,153,1274,1116,173,,14496,97169,28240,139451,382777,,317026
2022-03-08,21.61,587.94,0.402530644523527,0.945191366527485,2036,21899,576142,111376,125,1312,1405,173,,93050,67544,28242,139618,394595,,317049
2022-03-09,22.04,609.65,0.387900355871886,0.989748743002826,1962,21509,577508,111511,120,1147,1383,136,,69190,74905,28262,139773,409166,,318182
2022-03-10,22.46,632.68,0.381178331356267,1.03367879285341,1928,21287,578723,111611,121,1122,1200,100,,74818,72344,28269,139880,424621,,319411
2022-03-11,22.92,660.79,0.370699881376038,1.07617641416039,1875,21024,579930,111744,119,1099,1225,134,,72399,72278,28285,140029,443492,,320602
2022-03-12,23.31,683.49,0.367141162514828,1.11672170222749,1857,20860,580578,111795,57,577,668,52,,72443,59567,28285,140080,458727,,320602
2022-03-13,23.46,689.56,0.366745749308027,1.15508333534069,1855,20917,580769,111824,27,285,194,29,,60422,19113,28285,140109,462800,,320602
2022-03-14,24.5,746.13,0.361012257809411,1.19128858240131,1826,20925,581897,111984,118,1318,1132,162,,18853,135167,28310,140294,500764,,322507
2022-03-15,25,785.93,0.352510873863187,1.2255698780196,1783,20919,583270,112128,141,1553,1385,146,,116618,94264,28312,140440,527477,,322650
2022-03-16,25.51,826.39,0.341637010676157,1.25818286518748,1728,20757,584548,112273,97,1313,1290,145,,108832,102061,28340,140613,554634,,324197
2022-03-17,25.97,864.91,0.335112692763938,1.28891150166019,1695,20609,585730,112379,100,1164,1205,110,,101747,98204,28350,140729,580484,,325633
2022-03-18,26.55,903.14,0.330960854092527,1.3170388588047,1674,20519,586852,112480,118,1182,1161,108,,97579,97959,28361,140841,606139,,326830
2022-03-19,27.04,933.03,0.32502965599051,1.34152035528497,1644,20440,587475,112534,51,620,637,59,,98104,79652,28369,140903,626206,,327910
2022-03-20,27.16,940.74,0.324634242783709,1.36117456380586,1642,20566,587639,112561,30,323,163,27,,81283,24287,28372,140933,631380,,329049
2022-03-21,28.11,1030.07,0.322657176749703,1.37485004358276,1632,20706,588719,112713,124,1401,1088,162,,24179,195138,28372,141085,691330,,329121
2022-03-22,28.69,1099.37,0.317121391854488,1.38154620897362,1604,20742,590037,112843,147,1562,1350,146,,180777,140826,28375,141218,737842,,329216
2022-03-23,29.24,1170.29,0.309213127718466,1.38060265935256,1564,20653,591389,112934,109,1373,1355,91,,145560,149672,28385,141319,785437,,330731
2022-03-24,29.76,1236.15,0.301107156979043,1.37214456841924,1523,20654,592602,113046,101,1338,1216,112,,148635,142416,28397,141443,829645,,332081
2022-03-25,30.22,1296.87,0.294385132463424,1.35697280144732,1489,20616,593988,113158,117,1488,1387,112,,143571,138753,28406,141564,870396,,333246
2022-03-26,30.48,1336.4,0.29280347963622,1.33628016855058,1481,20532,594630,113217,54,619,643,59,,139517,106186,28414,141631,896923,,334374
2022-03-27,30.54,1342.73,0.293792012653223,1.31141821822856,1486,20606,594814,113242,32,292,191,25,,110174,28546,28430,141672,901175,,335701
2022-03-28,31.04,1405.25,0.303084223013049,1.28374181488594,1533,21073,595854,113391,174,1694,1047,151,,29455,237097,28430,141821,943136,,335818
2022-03-29,30.98,1440.92,0.304072756030051,1.2545242513193,1538,21300,597352,113527,154,1892,1495,137,,217480,164741,28458,141985,967075,,337293
2022-03-30,30.95,1461.68,0.305654408857256,1.22488536390087,1546,21688,598673,113659,152,1892,1346,132,,169024,163603,28475,142134,981007,,339156
2022-03-31,30.96,1466.14,0.306642941874259,1.19564849246385,1551,21922,600034,113779,160,1763,1405,121,,169311,145397,28494,142273,983998,,340841
2022-04-01,31.07,1454.83,0.303875049426651,1.1673657828201,1537,22066,601418,113904,148,1682,1397,125,,148629,130776,28503,142407,976409,,342497
2022-04-02,31.11,1443.23,0.301107156979043,1.14039358554593,1523,22113,602269,113961,77,969,848,58,,132114,98416,28514,142475,968627,,343907
2022-04-03,31.13,1440.16,0.304270462633452,1.11495584040599,1539,22251,602444,113985,37,347,178,24,,102266,26499,28521,142506,966566,,345366
2022-04-04,31.26,1415.96,0.304665875840253,1.09119183322743,1541,22835,603702,114131,177,2021,1272,147,,27648,220913,28524,142655,950323,,345579
2022-04-05,31.35,1401.56,0.306840648477659,1.06919082347608,1552,23010,605372,114258,199,2052,1695,140,,203021,155112,28526,142784,940660,,345815
2022-04-06,31.5,1392.38,0.308620007908264,1.04898826518852,1561,23014,607194,114374,164,1948,1836,116,,161950,157530,28538,142912,934494,,347968
2022-04-07,31.7,1394.98,0.31079478054567,1.03047329283173,1572,23272,608546,114469,135,1760,1381,98,,158792,147201,28548,143017,936240,,349509
2022-04-08,32,1408.76,0.30723606168446,1.01338537237981,1554,23404,610159,114593,160,1903,1622,124,,148768,140012,28563,143156,945487,,351028
2022-04-09,32.14,1414.78,0.305061289047054,0.997339044049034,1543,23474,611100,114667,69,1103,938,74,,141690,102442,28576,143243,949529,,352451
2022-04-10,32.14,1411.78,0.308817714511665,0.981841814212448,1562,23626,611319,114695,47,401,216,28,,107654,24481,28593,143288,947515,,354253
2022-04-11,32.29,1389.23,0.31415579280348,0.966304209396406,1589,24205,612633,114871,171,2099,1315,176,,25492,205749,28595,143466,932380,,354438
2022-04-12,32.25,1365.94,0.32502965599051,0.950042821200529,1644,24693,614551,115027,269,2619,1938,156,,190762,139471,28598,143625,916749,,354683
2022-04-13,32.14,1331.92,0.326215895610913,0.93235237472879,1650,24778,616385,115161,179,2069,1860,134,,146426,134689,28616,143777,893921,,356926
2022-04-14,32.07,1296.71,0.325820482404112,0.912799314108744,1648,24828,618020,115284,189,1836,1644,123,,137342,123558,28626,143910,870287,,358760
2022-04-15,31.89,1251.2,0.326611308817715,0.891277341282925,1652,24909,619696,115427,209,1953,1711,143,,125394,109447,28634,144061,839741,,360538
2022-04-16,31.77,1222.5,0.322261763542902,0.867973085437059,1630,24894,620535,115472,63,885,840,45,,111583,83175,28650,144122,820479,,362309
2022-04-17,31.77,1214.7,0.323448003163306,0.843339051209899,1636,24922,620786,115501,38,315,251,29,,86650,19252,28656,144157,815249,,363980
2022-04-18,30.24,948.39,0.323250296559905,0.818086132856921,1635,24990,621002,115545,34,341,220,44,,19810,26995,28660,144205,636514,,364176
2022-04-19,31,987.27,0.332344800316331,0.793201013771285,1681,25277,622698,115726,203,2195,1714,181,,25465,165557,28661,144387,662607,,364274
2022-04-20,30.55,930.63,0.331553973902728,0.7698751845835,1677,25179,625022,115947,261,2537,2343,221,,155711,96671,28667,144614,624593,,364522
2022-04-21,30.03,874.42,0.332937920126532,0.749085563649928,1684,25018,626816,116114,181,1842,1820,167,,104007,85833,28685,144799,586868,,366329
2022-04-22,29.48,829.72,0.325227362593911,0.731491173457536,1645,24883,628608,116253,153,1829,1832,139,,88389,79431,28692,144945,556868,,367769
2022-04-23,28.74,789.07,0.323448003163306,0.717444566946256,1636,24840,629485,116312,69,916,893,59,,80571,55888,28708,145020,529587,,368634
2022-04-24,28.52,780.43,0.324238829576908,0.706984569470579,1640,24888,629768,116345,35,372,285,33,,58954,13442,28715,145060,523786,,369954
2022-04-25,28.86,893.82,0.327995255041518,0.699801671316528,1659,24980,631303,116541,198,1835,1540,196,,13984,103027,28716,145257,599888,,370062
2022-04-26,26.61,742.07,0.329576907868723,0.695178417986429,1667,24703,633262,116708,202,1932,2021,167,,97498,63680,28719,145427,498039,,370218
2022-04-27,25.67,685.02,0.327797548438118,0.692034909752958,1658,24431,634936,116854,168,1580,1696,147,,67711,58354,28725,145579,459751,,371164
2022-04-28,24.79,633.78,0.322064056939502,0.689383565367406,1629,24130,636491,116970,155,1403,1570,116,,59760,51434,28741,145711,425362,,372470
2022-04-29,24.02,587.96,0.314551206010281,0.686497351311606,1591,23579,638182,117119,141,1326,1744,149,,52919,48665,28750,145869,394610,,373504
2022-04-30,23.58,557.25,0.308817714511665,0.682952701045301,1562,23302,638905,117171,45,558,751,52,,49482,35301,28759,145930,373999,,374244
2022-05-01,23.56,549.94,0.307829181494662,0.678668580357193,1557,23327,639061,117193,19,208,157,22,,36726,8147,28769,145962,369090,,375022
2022-05-02,22.43,501.87,0.298734677738237,0.673949924166499,1511,23211,640425,117371,139,1442,1379,178,,8737,70957,28771,146142,336829,,375054
2022-05-03,21.79,474.59,0.296164491894029,0.669539754637599,1498,22849,642084,117491,142,1463,1664,123,,67017,45458,28771,146262,318520,,375101
2022-05-04,21.26,452.55,0.289640173981811,0.666559714932239,1465,22319,643460,117593,98,991,1397,102,,47925,43628,28783,146376,303728,,375878
2022-05-05,20.85,434.53,0.286081455120601,0.666037795090523,1447,21880,644866,117708,117,1116,1426,123,,44225,39407,28790,146498,291632,,376519
2022-05-06,20.51,418.04,0.278370897587979,0.668715361536207,1408,21277,645611,117810,102,939,1334,104,,40224,37646,28798,146608,280568,,377067
2022-05-07,20.23,407.48,0.276196124950573,0.674972453344724,1397,20963,647071,117869,116,1225,1465,59,,37958,28250,28801,146670,273478,,377515
2022-05-08,20.19,406.06,0.277382364570977,0.68474699196829,1403,20939,647235,117912,24,193,164,43,,29324,7197,28812,146724,272528,,377986
2022-05-09,19.61,389.33,0.272835112692764,0.697444079456286,1380,20835,648234,118044,115,1029,1007,133,,7354,59733,28812,146856,261298,,378013
2022-05-10,19.17,378.24,0.269671807038355,0.711893783280029,1364,20499,649583,118166,141,1167,1361,122,,56449,38009,28813,146979,253853,,378039
2022-05-11,18.78,366.74,0.262752075919336,0.726574771998287,1329,20152,650824,118253,94,993,1236,87,,40299,35909,28822,147075,246135,,378499
2022-05-12,18.37,355.92,0.255436931593515,0.740036206145479,1292,19762,651942,118337,91,830,1121,84,,36047,32151,28822,147159,238878,,378995
2022-05-13,17.92,344.91,0.243772241992883,0.75108324094175,1233,19272,653050,118431,77,756,1127,94,,32773,30254,28826,147257,231488,,379338
2022-05-14,17.58,335.28,0.239818109924871,0.75885955491967,1213,18901,653734,118494,42,387,691,63,,30459,21780,28837,147331,225021,,379698
2022-05-15,17.51,333.26,0.240015816528272,0.762901699049031,1214,18935,653827,118508,13,145,94,14,,22844,5844,28844,147352,223667,,380019
2022-05-16,16.73,312.09,0.237050217477264,0.763168901282787,1199,18742,654775,118633,94,900,962,125,,5936,45524,28845,147478,209461,,380100
2022-05-17,16.25,298.95,0.231909845788849,0.760010376675492,1173,18290,655984,118723,106,883,1226,90,,43624,29189,28845,147568,200640,,380100
2022-05-18,15.85,286.34,0.227164887307236,0.753978609270191,1149,17883,656962,118801,67,675,990,80,,29995,27445,28847,147648,192176,,380435
2022-05-19,15.49,274.17,0.220442862791617,0.745760405542363,1115,17531,657817,118864,69,591,871,64,,27842,23981,28851,147715,184007,,380610
2022-05-20,15.23,262.31,0.216488730723606,0.736171229334736,1095,17141,658712,118926,62,591,912,62,,24332,22300,28854,147780,176051,,380729
2022-05-21,15.05,254.08,0.214511664689601,0.726168634574087,1085,16935,659150,118968,35,283,445,42,,22507,16257,28856,147824,170523,,380995
2022-05-22,15.02,251.75,0.213720838275998,0.716881621537175,1081,16941,659216,118976,5,83,65,8,,16965,4280,28859,147835,168959,,381168
2022-05-23,14.52,233.61,0.212336892052195,0.70965396972276,1074,16785,659896,119058,79,630,683,82,,4386,33348,28859,147917,156786,,381179
2022-05-24,14.38,221.66,0.211941478845393,0.706015224253619,1072,16510,660731,119146,87,666,841,88,,32029,21170,28859,148005,148764,,381183
2022-05-25,14.23,211.96,0.206207987346777,0.707375738124535,1043,16133,661637,119193,59,584,907,47,,22006,20940,28863,148056,142259,,381323
2022-05-26,13.8,182.72,0.204230921312772,0.714902419096338,1033,16015,661995,119220,45,283,365,28,,21234,4357,28864,148084,122635,,381518
2022-05-27,14.28,186.53,0.202451561882167,0.729452866153267,1024,15811,662562,119264,35,404,571,44,,4811,24855,28865,148129,125192,,381696
2022-05-28,14.36,185.33,0.202056148675366,0.751480801427896,1022,15652,662858,119287,30,163,297,23,,23582,15444,28865,148152,124382,,381703
2022-05-29,14.41,185.89,0.200474495848161,0.780914917937488,1014,15646,662919,119300,6,73,60,13,,16440,4659,28866,148166,124761,,381756
2022-05-30,14.7,191.31,0.196124950573349,0.817031353441174,992,15488,663595,119385,79,635,689,86,,4673,36988,28866,148251,128400,,381757
2022-05-31,14.67,197.45,0.188216686437327,0.858472314353251,952,15118,664493,119461,79,626,903,76,,35142,25288,28866,148327,132520,,381757
2022-06-01,14.76,204.72,0.183669434559114,0.903713482365511,929,14850,665161,119517,45,459,671,56,,26144,25528,28868,148385,137401,,381974
2022-06-02,15.28,235.31,0.183076314748913,0.951285890978289,926,14640,665774,119558,55,453,616,41,,25365,24919,28868,148426,157925,,382159
2022-06-03,15.36,235.77,0.181296955318308,0.999884194846768,917,14419,666336,119593,51,390,560,35,,25130,25205,28871,148464,158236,,382222
2022-06-04,15.66,242.32,0.181296955318308,1.04845654050347,917,14274,666645,119624,35,217,320,31,,25172,19884,28874,148498,162631,,382381
2022-06-05,15.82,244.55,0.180703835508106,1.09626377846756,914,14285,666701,119631,8,79,59,7,,20542,6180,28877,148508,164129,,382534
2022-06-06,15.73,207.57,0.179319889284302,1.14289742235382,907,14302,666752,119640,7,78,51,9,,6184,12267,28877,148517,139309,,382536
2022-06-07,17.51,254.33,0.176947410043495,1.18816125127672,895,14275,667403,119714,76,715,650,74,,11627,56736,28877,148591,170692,,382538
2022-06-08,18.36,274.48,0.176947410043495,1.23165794867654,895,14189,668154,119791,84,764,742,78,,53802,39051,28877,148668,184216,,382568
2022-06-09,19.06,292.7,0.173190984578885,1.27271446252626,876,14158,668738,119830,63,597,587,39,,40151,37145,28880,148710,196443,,382747
2022-06-10,19.41,308.29,0.171807038355081,1.31047250362659,869,14028,669322,119868,63,483,587,38,,5998,35676,28881,148749,206911,,382944
2022-06-11,19.74,320.83,0.172993277975484,1.34400873425603,875,14061,669586,119886,43,322,265,18,,17152,28295,28883,148769,215323,,383059
2022-06-12,19.92,324.08,0.172202451561882,1.37245202259813,871,14080,669640,119891,4,86,52,5,,79397,8363,28883,148774,217504,,383147
2022-06-13,21.18,409.26,0.171016211941479,1.39507748220647,865,14125,670179,119958,71,663,532,67,,8474,69443,28883,148841,274674,,383168
2022-06-14,21.34,400.74,0.168841439304073,1.4114922795024,854,14072,670836,120015,66,682,668,57,,65425,51013,28883,148898,268954,,383174
2022-06-15,21.98,421.35,0.167457493080269,1.42209814702596,847,13910,671515,120062,75,588,685,47,,51954,52883,28885,148947,282786,,383492
2022-06-16,22.62,440.64,0.167259786476868,1.42799004562315,846,13914,672039,120110,71,599,547,48,,53081,50095,28886,148996,295733,,383659
2022-06-17,23.39,463,0.167062079873468,1.43066643940143,845,13895,672657,120153,63,659,630,43,,50605,50679,28886,149039,310743,,383869
2022-06-18,23.99,479.66,0.163898774219059,1.43177974555927,829,13876,672950,120170,31,302,295,19,,50266,39484,28888,149058,321926,,384131
2022-06-19,24.14,484.11,0.164096480822459,1.43295720566663,830,13932,673006,120172,8,123,55,2,,40125,11344,28889,149061,324909,,384255
2022-06-20,25.32,530.05,0.16785290628707,1.43568597812595,849,14190,673591,120217,100,908,594,46,,11566,100276,28889,149106,355740,,384275
2022-06-21,26.06,568.61,0.166271253459866,1.441106351841,841,14334,674196,120273,76,829,607,56,,95217,76896,28889,149162,381620,,384278
2022-06-22,26.7,609.33,0.167062079873468,1.44949550085414,845,14412,675052,120337,93,1022,881,64,,77967,80214,28891,149228,408951,,384629
2022-06-23,27.23,652.74,0.166271253459866,1.46035045296004,841,14499,675753,120377,60,856,714,50,,79852,79227,28891,149268,438084,,384830
2022-06-24,27.71,698.39,0.164096480822459,1.47265943383658,830,14550,676538,120426,99,912,798,55,,79262,81329,28891,149317,468726,,385200
2022-06-25,28.05,735.94,0.161724001581653,1.48514473529652,818,14566,676942,120448,29,451,407,23,,80926,64672,28899,149347,493924,,385668
2022-06-26,28.18,745.2,0.162514827995255,1.4964603871642,822,14636,677016,120457,13,154,77,9,,66301,17548,28901,149358,500142,,385989
2022-06-27,29.06,827.87,0.173981810992487,1.50534343400146,880,15099,677721,120504,127,1241,724,47,,17601,155706,28902,149406,555623,,386050
2022-06-28,29.64,897.72,0.177540529853697,1.51067990237495,898,15496,678541,120541,105,1289,838,37,,147248,123793,28902,149443,602507,,386093
2022-06-29,30.23,976.96,0.180703835508106,1.51143393324782,914,15690,679400,120588,106,1118,872,47,,124724,133403,28903,149491,655684,,386519
2022-06-30,30.66,1044.4,0.184064847765915,1.50669971830459,931,15836,680223,120630,105,1020,840,42,,133346,124500,28903,149533,700949,,386908
2022-07-01,31,1094.55,0.189798339264531,1.49576177629147,960,16108,681096,120681,105,1206,885,51,,125066,122310,28904,149585,742798,,387335
2022-07-02,31.19,1135.02,0.188018979833926,1.47810708257514,951,16220,681582,120711,44,639,497,30,,122639,92228,28904,149615,770263,,387883
2022-07-03,31.29,1145.9,0.188414393040728,1.45339396792854,953,16278,681724,120724,17,230,141,13,,96191,24994,28905,149629,777652,,388362
2022-07-04,32.43,1242.49,0.193357058125741,1.42139012300209,978,16638,682827,120821,146,1607,1108,97,,24418,221458,28905,149726,843201,,388394
2022-07-05,32.82,1285.11,0.198497429814156,1.3820895857866,1004,17041,684148,120896,158,1842,1354,75,,206554,152848,28905,149801,872122,,388433
2022-07-06,33.08,1321.19,0.203044681692369,1.33630722206494,1027,17496,685220,120942,127,1603,1099,48,,154615,158094,28912,149854,896606,,389175
2022-07-07,33.21,1340.1,0.204626334519573,1.28547896948734,1035,17719,686409,121028,122,1523,1211,86,,161265,137531,28915,149943,909439,,389754
2022-07-08,33.35,1350.87,0.203044681692369,1.23130029807516,1027,17944,687688,121102,126,1590,1290,74,,140997,129616,28915,150017,916749,,390464
2022-07-09,33.46,1351.74,0.205614867536576,1.17551016139369,1040,17936,688421,121136,82,788,747,34,,116405,92812,28920,150056,917337,,391080
2022-07-10,33.43,1348.6,0.206603400553578,1.11981227853348,1045,17999,688597,121151,27,268,172,15,,110589,22867,28920,150071,915210,,391845
2022-07-11,33.28,1306.51,0.218861209964413,1.06589578903991,1107,18605,689642,121259,176,1795,1056,108,,24343,192898,28920,150179,886647,,391931
2022-07-12,33.07,1262.23,0.228944246737841,1.01535940324938,1158,19160,691295,121382,215,2389,1655,123,,182006,122801,28923,150305,856598,,391937
2022-07-13,32.83,1199.51,0.234084618426255,0.969211125883095,1184,19580,692740,121486,177,2002,1446,104,,127642,115529,28928,150414,814033,,392888
2022-07-14,32.51,1026.35,0.232898378805852,0.927908939642159,1178,19647,693535,121535,72,908,791,49,,119285,20011,28933,150468,696515,,393612
2022-07-15,33.34,1025.4,0.238038750494267,0.891542568263786,1204,19935,694489,121638,131,1343,964,103,,23027,128975,28938,150576,695874,,394381
2022-07-16,33.37,990.18,0.240608936338474,0.859952363559883,1217,20023,695249,121697,95,910,761,60,,124009,68908,28938,150635,671970,,394482
2022-07-17,33.37,982.55,0.242190589165678,0.83278948801825,1225,20137,695383,121714,18,276,138,17,,73668,17688,28947,150661,666792,,395113
2022-07-18,32.84,905.56,0.251285092922104,0.809533089976195,1271,20530,696822,121888,195,2018,1451,174,,17733,140654,28947,150835,614548,,395165
2022-07-19,32.16,850.65,0.261565836298932,0.789529973250034,1323,20896,698590,122032,211,2310,1776,144,,134188,85530,28947,150979,577280,,395415
2022-07-20,31.66,797.91,0.256820877817319,0.772182545913479,1299,21010,700056,122140,144,1701,1473,108,,89982,79735,28964,151104,541488,,396496
2022-07-21,31.67,875.72,0.258007117437722,0.756986043035464,1305,20877,701655,122268,161,1611,1613,128,,80869,72817,28969,151237,594293,,397217
2022-07-22,30.35,786.19,0.257809410834322,0.743506482399999,1304,20769,703194,122372,148,1552,1549,104,,74348,68221,28978,151350,533537,,397830
2022-07-23,29.84,754.15,0.252866745749308,0.731357970832963,1279,20730,703888,122419,55,695,700,48,,68532,47158,28988,151407,511790,,398588
2022-07-24,29.71,744.58,0.251482799525504,0.72018257831812,1272,20782,704039,122438,22,226,152,19,,50032,11192,28992,151430,505299,,399337
2022-07-25,28.37,670.5,0.254052985369711,0.709632472389393,1285,21038,705292,122568,180,1656,1261,132,,11195,90349,28992,151560,455025,,399377
2022-07-26,27.46,627.98,0.260379596678529,0.69937302843551,1317,20924,707049,122687,188,1761,1770,119,,87562,56591,28992,151679,426173,,399513
2022-07-27,26.55,585.39,0.247726374060894,0.689152358275368,1253,20662,708623,122782,97,1414,1584,95,,58638,50811,29000,151782,397266,,400254
2022-07-28,25.51,543.58,0.238829576907869,0.678826587296192,1208,20486,709895,122886,102,1229,1283,104,,51594,44450,29008,151894,368892,,401131
2022-07-29,24.57,503.28,0.236259391063662,0.668367926196979,1195,20214,711128,122968,111,1076,1232,82,,45515,40911,29015,151983,341542,,401662
2022-07-30,23.95,477.1,0.236061684460261,0.657876040817769,1194,20068,711849,123020,65,624,725,52,,41278,29415,29018,152038,323775,,402126
2022-07-31,23.82,471.41,0.236259391063662,0.647595043981334,1195,20098,711968,123036,16,166,125,16,,31535,7343,29022,152058,319913,,402577
2022-08-01,22.76,422.68,0.238236457097667,0.637937635076937,1205,20063,713025,123157,130,1195,1046,122,,7249,57015,29022,152179,286847,,402595
2022-08-02,22.27,393.85,0.233293792012653,0.62946621416189,1180,19792,714464,123258,141,1306,1453,104,,54519,37089,29022,152280,267279,,402615
2022-08-03,21.96,367.95,0.227560300514037,0.622703590770225,1151,19389,715761,123341,92,1001,1316,86,,38788,33294,29029,152370,249704,,403320
2022-08-04,21.88,346.56,0.227560300514037,0.618054460906677,1151,19154,716889,123426,107,1002,1145,87,,33799,29985,29031,152457,235187,,403749
2022-08-05,21.9,328.02,0.225780941083432,0.615770965780368,1142,18803,717990,123503,106,851,1131,83,,30592,28372,29034,152537,222606,,404228
2022-08-06,22,314.29,0.226571767497034,0.615910169509716,1146,18669,718518,123538,42,434,539,35,,28518,20143,29044,152582,213286,,404609
2022-08-07,22.03,310.99,0.226769474100435,0.618279574306654,1147,18693,718590,123548,8,109,75,10,,21528,5155,29054,152602,211046,,404950
2022-08-08,21.64,285.65,0.221629102412021,0.622408733457842,1121,18648,719501,123657,99,995,913,109,,5090,39819,29054,152711,193850,,404995
2022-08-09,21.31,269.43,0.215895610913405,0.627692127000014,1092,18171,720869,123768,103,1019,1375,115,,38230,26080,29054,152822,182843,,405013
2022-08-10,21.08,256.17,0.208975879794385,0.633621257223768,1057,17729,722035,123848,66,812,1181,87,,27081,24296,29062,152910,173846,,405371
2022-08-11,20.83,244.84,0.20699881376038,0.639887214669315,1047,17524,722945,123928,82,801,927,80,,24312,22299,29062,152990,166160,,405716
2022-08-12,20.72,234.2,0.205021747726374,0.646438674736802,1037,17268,723824,123997,82,703,888,69,,22638,21146,29067,153064,158934,,406059
2022-08-13,20.62,227.7,0.199485962831159,0.653539147813317,1009,17083,724251,124033,21,295,431,36,,21175,15733,29068,153101,154527,,406342
2022-08-14,20.63,227.07,0.20007908264136,0.661824985934879,1012,17106,724302,124051,12,96,50,18,,16347,4724,29071,153122,154095,,406631
2022-08-15,19.52,178.31,0.200672202451562,0.672256178239332,1015,17138,724377,124058,14,116,75,7,,4564,6733,29071,153129,121008,,406639
2022-08-16,20.36,194.7,0.199485962831159,0.685693771247592,1009,17011,725328,124171,110,951,957,113,,6331,37204,29071,153242,132128,,406639
2022-08-17,20.38,192.22,0.197904310003954,0.70270119431593,1001,16838,726350,124263,109,979,1041,92,,35745,22619,29072,153335,130450,,406669
2022-08-18,20.39,188.88,0.193950177935943,0.723449472829499,981,16427,727375,124352,82,739,1052,90,,23605,20032,29075,153427,128183,,407075
2022-08-19,20.3,186.59,0.189996045867932,0.747631044116033,961,16122,728261,124424,65,673,892,72,,20236,19591,29077,153501,126625,,407402
2022-08-20,20.15,184.49,0.188216686437327,0.774387991971328,952,15949,728707,124461,34,319,454,37,,19870,14313,29080,153541,125202,,407623
2022-08-21,20.19,183.38,0.186635033610123,0.802270168373846,944,15965,728752,124464,4,64,47,3,,14820,3965,29090,153554,124445,,407860
2022-08-22,20.7,218.1,0.181692368525109,0.829366184731182,919,15950,729371,124527,51,685,624,64,,4012,30298,29090,153617,148010,,407865
2022-08-23,19.65,193.84,0.172202451561882,0.853899271841124,871,15680,730209,124615,56,660,850,88,,28988,20737,29090,153705,131546,,407865
