date,cumDailyNsoDeathsByDeathDate,cumCases,cumDeath
2020-01-30,1.0,,1.0
2020-01-31,1.0,,1.0
2020-02-01,1.0,,1.0
2020-02-02,2.0,,2.0
2020-02-03,2.0,,2.0
2020-02-04,2.0,,2.0
2020-02-05,2.0,,2.0
2020-02-06,2.0,,2.0
2020-02-07,2.0,,2.0
2020-02-08,2.0,,2.0
2020-02-09,2.0,,2.0
2020-02-10,2.0,,2.0
2020-02-11,2.0,,2.0
2020-02-12,2.0,,2.0
2020-02-13,2.0,,2.0
2020-02-14,2.0,,2.0
2020-02-15,2.0,,2.0
2020-02-16,2.0,,2.0
2020-02-17,2.0,,2.0
2020-02-18,2.0,,2.0
2020-02-19,2.0,,2.0
2020-02-20,2.0,,2.0
2020-02-21,2.0,,2.0
2020-02-22,3.0,,3.0
2020-02-23,3.0,,3.0
2020-02-24,3.0,,3.0
2020-02-25,3.0,,3.0
2020-02-26,3.0,,3.0
2020-02-27,3.0,,3.0
2020-02-28,3.0,,3.0
2020-02-29,3.0,,3.0
2020-03-01,3.0,,3.0
2020-03-02,4.0,,4.0
2020-03-03,4.0,,4.0
2020-03-04,5.0,,5.0
2020-03-05,7.0,,7.0
2020-03-06,9.0,,9.0
2020-03-07,9.0,,9.0
2020-03-08,11.0,,11.0
2020-03-09,16.0,,16.0
2020-03-10,19.0,,19.0
2020-03-11,26.0,,26.0
2020-03-12,39.0,,39.0
2020-03-13,55.0,,55.0
2020-03-14,76.0,,76.0
2020-03-15,107.0,,107.0
2020-03-16,158.0,,158.0
2020-03-17,216.0,,216.0
2020-03-18,289.0,,289.0
2020-03-19,368.0,,368.0
2020-03-20,486.0,,486.0
2020-03-21,630.0,,630.0
2020-03-22,813.0,,813.0
2020-03-23,1021.0,,1021.0
2020-03-24,1284.0,,1284.0
2020-03-25,1621.0,,1621.0
2020-03-26,2034.0,,2034.0
2020-03-27,2497.0,,2497.0
2020-03-28,3013.0,,3013.0
2020-03-29,3599.0,,3599.0
2020-03-30,4310.0,,4310.0
2020-03-31,5141.0,,5141.0
2020-04-01,6065.0,139.0,6065.0
2020-04-02,7072.0,305.0,7072.0
2020-04-03,8133.0,641.0,8133.0
2020-04-04,9280.0,822.0,9280.0
2020-04-05,10500.0,1327.0,10500.0
2020-04-06,11670.0,1418.0,11670.0
2020-04-07,12963.0,1422.0,12963.0
2020-04-08,14424.0,1422.0,14424.0
2020-04-09,15799.0,1695.0,15799.0
2020-04-10,17118.0,2049.0,17118.0
2020-04-11,18483.0,2399.0,18483.0
2020-04-12,19861.0,2586.0,19861.0
2020-04-13,21093.0,3001.0,21093.0
2020-04-14,22347.0,3004.0,22347.0
2020-04-15,23623.0,3180.0,23623.0
2020-04-16,24945.0,3602.0,24945.0
2020-04-17,26217.0,3910.0,26217.0
2020-04-18,27406.0,4287.0,27406.0
2020-04-19,28528.0,4287.0,28528.0
2020-04-20,29688.0,4892.0,29688.0
2020-04-21,30773.0,4943.0,30773.0
2020-04-22,31875.0,5430.0,31875.0
2020-04-23,32913.0,5938.0,32913.0
2020-04-24,33918.0,6473.0,33918.0
2020-04-25,34837.0,6473.0,34837.0
2020-04-26,35731.0,6473.0,35731.0
2020-04-27,36597.0,8307.0,36597.0
2020-04-28,37398.0,8549.0,37398.0
2020-04-29,38215.0,9699.0,38215.0
2020-04-30,38995.0,10771.0,38995.0
2020-05-01,39781.0,11522.0,39781.0
2020-05-02,40486.0,11522.0,40486.0
2020-05-03,41148.0,12136.0,41148.0
2020-05-04,41824.0,18513.0,41824.0
2020-05-05,42466.0,15389.0,42466.0
2020-05-06,43093.0,16873.0,43093.0
2020-05-07,43724.0,19044.0,43724.0
2020-05-08,44293.0,22100.0,44293.0
2020-05-09,44832.0,24716.0,44832.0
2020-05-10,45326.0,28117.0,45326.0
2020-05-11,45754.0,31361.0,45754.0
2020-05-12,46195.0,33852.0,46195.0
2020-05-13,46649.0,36611.0,46649.0
2020-05-14,47114.0,40182.0,47114.0
2020-05-15,47535.0,48118.0,47535.0
2020-05-16,47954.0,53209.0,47954.0
2020-05-17,48331.0,60060.0,48331.0
2020-05-18,48738.0,69564.0,48738.0
2020-05-19,49110.0,78037.0,49110.0
2020-05-20,49463.0,84453.0,49463.0
2020-05-21,49805.0,98974.0,49805.0
2020-05-22,50105.0,107057.0,50105.0
2020-05-23,50389.0,119467.0,50389.0
2020-05-24,50670.0,127256.0,50670.0
2020-05-25,50949.0,138807.0,50949.0
2020-05-26,51249.0,153141.0,51249.0
2020-05-27,51531.0,165828.0,51531.0
2020-05-28,51819.0,183928.0,51819.0
2020-05-29,52073.0,194930.0,52073.0
2020-05-30,52292.0,202450.0,52292.0
2020-05-31,52487.0,210396.0,52487.0
2020-06-01,52686.0,216847.0,52686.0
2020-06-02,52919.0,223750.0,52919.0
2020-06-03,53122.0,230134.0,53122.0
2020-06-04,53305.0,236014.0,53305.0
2020-06-05,53489.0,241346.0,53489.0
2020-06-06,53640.0,245645.0,53640.0
2020-06-07,53803.0,249283.0,53803.0
2020-06-08,53964.0,252981.0,53964.0
2020-06-09,54101.0,257330.0,54101.0
2020-06-10,54267.0,262008.0,54267.0
2020-06-11,54388.0,265948.0,54388.0
2020-06-12,54523.0,270879.0,54523.0
2020-06-13,54624.0,273907.0,54624.0
2020-06-14,54760.0,277732.0,54760.0
2020-06-15,54867.0,283075.0,54867.0
2020-06-16,54987.0,286653.0,54987.0
2020-06-17,55092.0,290338.0,55092.0
2020-06-18,55182.0,294718.0,55182.0
2020-06-19,55270.0,299907.0,55270.0
2020-06-20,55357.0,316888.0,55357.0
2020-06-21,55437.0,326398.0,55437.0
2020-06-22,55520.0,343330.0,55520.0
2020-06-23,55617.0,364102.0,55617.0
2020-06-24,55718.0,380263.0,55718.0
2020-06-25,55826.0,405828.0,55826.0
2020-06-26,55905.0,421653.0,55905.0
2020-06-27,55978.0,433568.0,55978.0
2020-06-28,56049.0,460799.0,56049.0
2020-06-29,56118.0,496544.0,56118.0
2020-06-30,56199.0,526804.0,56199.0
2020-07-01,56253.0,541918.0,56253.0
2020-07-02,56314.0,571707.0,56314.0
2020-07-03,56362.0,599542.0,56362.0
2020-07-04,56414.0,622187.0,56414.0
2020-07-05,56466.0,639186.0,56466.0
2020-07-06,56520.0,654359.0,56520.0
2020-07-07,56563.0,661928.0,56563.0
2020-07-08,56610.0,672594.0,56610.0
2020-07-09,56671.0,680827.0,56671.0
2020-07-10,56715.0,688947.0,56715.0
2020-07-11,56753.0,691595.0,56753.0
2020-07-12,56785.0,704340.0,56785.0
2020-07-13,56830.0,715742.0,56830.0
2020-07-14,56872.0,721934.0,56872.0
2020-07-15,56913.0,730849.0,56913.0
2020-07-16,56934.0,733823.0,56934.0
2020-07-17,56968.0,741636.0,56968.0
2020-07-18,56999.0,746386.0,56999.0
2020-07-19,57023.0,763062.0,57023.0
2020-07-20,57054.0,772994.0,57054.0
2020-07-21,57085.0,784327.0,57085.0
2020-07-22,57119.0,791069.0,57119.0
2020-07-23,57155.0,799211.0,57155.0
2020-07-24,57174.0,806075.0,57174.0
2020-07-25,57197.0,811877.0,57197.0
2020-07-26,57229.0,823198.0,57229.0
2020-07-27,57247.0,834973.0,57247.0
2020-07-28,57273.0,852180.0,57273.0
2020-07-29,57301.0,866653.0,57301.0
2020-07-30,57318.0,911431.0,57318.0
2020-07-31,57349.0,947756.0,57349.0
2020-08-01,57369.0,976217.0,57369.0
2020-08-02,57386.0,1025371.0,57386.0
2020-08-03,57409.0,1053752.0,57409.0
2020-08-04,57436.0,1070469.0,57436.0
2020-08-05,57449.0,1086414.0,57449.0
2020-08-06,57470.0,1107641.0,57470.0
2020-08-07,57494.0,1127998.0,57494.0
2020-08-08,57516.0,1143845.0,57516.0
2020-08-09,57535.0,1155667.0,57535.0
2020-08-10,57560.0,1180388.0,57560.0
2020-08-11,57580.0,1193507.0,57580.0
2020-08-12,57604.0,1204077.0,57604.0
2020-08-13,57627.0,1208366.0,57627.0
2020-08-14,57645.0,1211862.0,57645.0
2020-08-15,57668.0,1217454.0,57668.0
2020-08-16,57683.0,1223414.0,57683.0
2020-08-17,57704.0,1229070.0,57704.0
2020-08-18,57719.0,1233280.0,57719.0
2020-08-19,57732.0,1241960.0,57732.0
2020-08-20,57748.0,1248659.0,57748.0
2020-08-21,57758.0,1252229.0,57758.0
2020-08-22,57770.0,1259104.0,57770.0
2020-08-23,57787.0,1277621.0,57787.0
2020-08-24,57797.0,1290005.0,57797.0
2020-08-25,57819.0,1307665.0,57819.0
2020-08-26,57835.0,1325901.0,57835.0
2020-08-27,57847.0,1344120.0,57847.0
2020-08-28,57859.0,1365761.0,57859.0
2020-08-29,57867.0,1376388.0,57867.0
2020-08-30,57878.0,1390823.0,57878.0
2020-08-31,57896.0,1412783.0,57896.0
2020-09-01,57907.0,1420117.0,57907.0
2020-09-02,57922.0,1435488.0,57922.0
2020-09-03,57931.0,1454433.0,57931.0
2020-09-04,57946.0,1469333.0,57946.0
2020-09-05,57960.0,1491995.0,57960.0
2020-09-06,57973.0,1514218.0,57973.0
2020-09-07,57997.0,1528706.0,57997.0
2020-09-08,58013.0,1545280.0,58013.0
2020-09-09,58027.0,1561193.0,58027.0
2020-09-10,58043.0,1573199.0,58043.0
2020-09-11,58063.0,1577503.0,58063.0
2020-09-12,58086.0,1585263.0,58086.0
2020-09-13,58106.0,1597993.0,58106.0
2020-09-14,58127.0,1614732.0,58127.0
2020-09-15,58153.0,1674038.0,58153.0
2020-09-16,58184.0,1716776.0,58184.0
2020-09-17,58222.0,1744224.0,58222.0
2020-09-18,58252.0,1773818.0,58252.0
2020-09-19,58277.0,1797092.0,58277.0
2020-09-20,58317.0,1823474.0,58317.0
2020-09-21,58347.0,1848562.0,58347.0
2020-09-22,58386.0,1874884.0,58386.0
2020-09-23,58444.0,1919796.0,58444.0
2020-09-24,58478.0,1942940.0,58478.0
2020-09-25,58518.0,1977161.0,58518.0
2020-09-26,58565.0,2000261.0,58565.0
2020-09-27,58621.0,2039645.0,58621.0
2020-09-28,58676.0,2069380.0,58676.0
2020-09-29,58724.0,2097435.0,58724.0
2020-09-30,58785.0,2119667.0,58785.0
2020-10-01,58856.0,2146839.0,58856.0
2020-10-02,58930.0,2167568.0,58930.0
2020-10-03,59000.0,2201387.0,59000.0
2020-10-04,59063.0,2228265.0,59063.0
2020-10-05,59131.0,2273168.0,59131.0
2020-10-06,59215.0,2298137.0,59215.0
2020-10-07,59325.0,2315080.0,59325.0
2020-10-08,59422.0,2330151.0,59422.0
2020-10-09,59518.0,2350407.0,59518.0
2020-10-10,59625.0,2374886.0,59625.0
2020-10-11,59753.0,2396203.0,59753.0
2020-10-12,59873.0,2416341.0,59873.0
2020-10-13,59992.0,2440650.0,59992.0
2020-10-14,60115.0,2463488.0,60115.0
2020-10-15,60267.0,2489889.0,60267.0
2020-10-16,60429.0,2514297.0,60429.0
2020-10-17,60615.0,2545136.0,60615.0
2020-10-18,60782.0,2571145.0,60782.0
2020-10-19,60975.0,2597797.0,60975.0
2020-10-20,61185.0,2628204.0,61185.0
2020-10-21,61417.0,2656989.0,61417.0
2020-10-22,61659.0,2684163.0,61659.0
2020-10-23,61884.0,2719873.0,61884.0
2020-10-24,62103.0,2755658.0,62103.0
2020-10-25,62358.0,2785546.0,62358.0
2020-10-26,62640.0,2825802.0,62640.0
2020-10-27,62925.0,2886530.0,62925.0
2020-10-28,63206.0,2941370.0,63206.0
2020-10-29,63526.0,2998936.0,63526.0
2020-10-30,63878.0,3049166.0,63878.0
2020-10-31,64218.0,3080233.0,64218.0
2020-11-01,64577.0,3119573.0,64577.0
2020-11-02,64915.0,3148578.0,64915.0
2020-11-03,65292.0,3173627.0,65292.0
2020-11-04,65632.0,3193599.0,65632.0
2020-11-05,66020.0,3221416.0,66020.0
2020-11-06,66437.0,3239275.0,66437.0
2020-11-07,66854.0,3261646.0,66854.0
2020-11-08,67287.0,3284221.0,67287.0
2020-11-09,67780.0,3303342.0,67780.0
2020-11-10,68190.0,3324347.0,68190.0
2020-11-11,68599.0,3351281.0,68599.0
2020-11-12,69029.0,3369295.0,69029.0
2020-11-13,69479.0,3388199.0,69479.0
2020-11-14,69938.0,3401310.0,69938.0
2020-11-15,70395.0,3421131.0,70395.0
2020-11-16,70826.0,3438070.0,70826.0
2020-11-17,71292.0,3454361.0,71292.0
2020-11-18,71806.0,3481973.0,71806.0
2020-11-19,72291.0,3521107.0,72291.0
2020-11-20,72776.0,3559545.0,72776.0
2020-11-21,73274.0,3598405.0,73274.0
2020-11-22,73786.0,3644864.0,73786.0
2020-11-23,74294.0,3672080.0,74294.0
2020-11-24,74790.0,3702348.0,74790.0
2020-11-25,75289.0,3732812.0,75289.0
2020-11-26,75750.0,3764392.0,75750.0
2020-11-27,76210.0,3793778.0,76210.0
2020-11-28,76696.0,3820941.0,76696.0
2020-11-29,77197.0,3847012.0,77197.0
2020-11-30,77662.0,3880502.0,77662.0
2020-12-01,78087.0,3908628.0,78087.0
2020-12-02,78501.0,3932747.0,78501.0
2020-12-03,79005.0,3957569.0,79005.0
2020-12-04,79504.0,3979983.0,79504.0
2020-12-05,79911.0,3999531.0,79911.0
2020-12-06,80347.0,4015405.0,80347.0
2020-12-07,80813.0,4026071.0,80813.0
2020-12-08,81285.0,4039169.0,81285.0
2020-12-09,81733.0,4055715.0,81733.0
2020-12-10,82229.0,4084690.0,82229.0
2020-12-11,82720.0,4105501.0,82720.0
2020-12-12,83208.0,4124630.0,83208.0
2020-12-13,83688.0,4139108.0,83688.0
2020-12-14,84194.0,4150453.0,84194.0
2020-12-15,84701.0,4170116.0,84701.0
2020-12-16,85185.0,4186097.0,85185.0
2020-12-17,85752.0,4197422.0,85752.0
2020-12-18,86338.0,4216265.0,86338.0
2020-12-19,86886.0,4227256.0,86886.0
2020-12-20,87437.0,4254718.0,87437.0
2020-12-21,88039.0,4274464.0,88039.0
2020-12-22,88668.0,4289426.0,88668.0
2020-12-23,89297.0,4307471.0,89297.0
2020-12-24,89913.0,4307543.0,89913.0
2020-12-25,90568.0,4307543.0,90568.0
2020-12-26,91260.0,4307543.0,91260.0
2020-12-27,91978.0,4307543.0,91978.0
2020-12-28,92701.0,4313641.0,92701.0
2020-12-29,93414.0,4335604.0,93414.0
2020-12-30,94174.0,4355395.0,94174.0
2020-12-31,94998.0,4355485.0,94998.0
2021-01-01,95807.0,4374324.0,95807.0
2021-01-02,96640.0,4375496.0,96640.0
2021-01-03,97447.0,4387304.0,97447.0
2021-01-04,98343.0,4400824.0,98343.0
2021-01-05,99316.0,4415937.0,99316.0
2021-01-06,100330.0,4438753.0,100330.0
2021-01-07,101386.0,4459779.0,101386.0
2021-01-08,102438.0,4492777.0,102438.0
2021-01-09,103532.0,4532068.0,103532.0
2021-01-10,104705.0,4575760.0,104705.0
2021-01-11,105949.0,4595158.0,105949.0
2021-01-12,107269.0,4655403.0,107269.0
2021-01-13,108578.0,4689919.0,108578.0
2021-01-14,109919.0,4724460.0,109919.0
2021-01-15,111243.0,4747145.0,111243.0
2021-01-16,112662.0,4769675.0,112662.0
2021-01-17,114023.0,4791267.0,114023.0
2021-01-18,115424.0,4811185.0,115424.0
2021-01-19,116914.0,4841514.0,116914.0
2021-01-20,118297.0,4866501.0,118297.0
2021-01-21,119647.0,4888150.0,119647.0
2021-01-22,120982.0,4908727.0,120982.0
2021-01-23,122270.0,4929176.0,122270.0
2021-01-24,123509.0,4946901.0,123509.0
2021-01-25,124772.0,4960201.0,124772.0
2021-01-26,125945.0,5030341.0,125945.0
2021-01-27,127177.0,5095852.0,127177.0
2021-01-28,128401.0,5137782.0,128401.0
2021-01-29,129561.0,5167919.0,129561.0
2021-01-30,130587.0,5196440.0,130587.0
2021-01-31,131582.0,5221899.0,131582.0
2021-02-01,132589.0,5245177.0,132589.0
2021-02-02,133552.0,5275120.0,133552.0
2021-02-03,134528.0,5302061.0,134528.0
2021-02-04,135354.0,5325171.0,135354.0
2021-02-05,136228.0,5345335.0,136228.0
2021-02-06,137015.0,5364173.0,137015.0
2021-02-07,137768.0,5381564.0,137768.0
2021-02-08,138549.0,5395430.0,138549.0
2021-02-09,139272.0,5430916.0,139272.0
2021-02-10,139984.0,5463204.0,139984.0
2021-02-11,140660.0,5494422.0,140660.0
2021-02-12,141296.0,5528455.0,141296.0
2021-02-13,141882.0,5564209.0,141882.0
2021-02-14,142487.0,5592750.0,142487.0
2021-02-15,143102.0,5619334.0,143102.0
2021-02-16,143670.0,5642513.0,143670.0
2021-02-17,144176.0,5675881.0,144176.0
2021-02-18,144697.0,5707185.0,144697.0
2021-02-19,145166.0,5733276.0,145166.0
2021-02-20,145618.0,5757230.0,145618.0
2021-02-21,146029.0,5780767.0,146029.0
2021-02-22,146408.0,5798040.0,146408.0
2021-02-23,146789.0,5829546.0,146789.0
2021-02-24,147156.0,5852504.0,147156.0
2021-02-25,147511.0,5868020.0,147511.0
2021-02-26,147815.0,5884457.0,147815.0
2021-02-27,148123.0,5900705.0,148123.0
2021-02-28,148404.0,5916737.0,148404.0
2021-03-01,148701.0,5941229.0,148701.0
2021-03-02,148945.0,5954330.0,148945.0
2021-03-03,149163.0,5973827.0,149163.0
2021-03-04,149397.0,5992164.0,149397.0
2021-03-05,149619.0,6007566.0,149619.0
2021-03-06,149829.0,6021159.0,149829.0
2021-03-07,150026.0,6034090.0,150026.0
2021-03-08,150223.0,6045655.0,150223.0
2021-03-09,150408.0,6074036.0,150408.0
2021-03-10,150571.0,6094997.0,150571.0
2021-03-11,150744.0,6113344.0,150744.0
2021-03-12,150879.0,6129763.0,150879.0
2021-03-13,151014.0,6144214.0,151014.0
2021-03-14,151152.0,6159088.0,151152.0
2021-03-15,151291.0,6177419.0,151291.0
2021-03-16,151405.0,6207756.0,151405.0
2021-03-17,151532.0,6238795.0,151532.0
2021-03-18,151632.0,6267273.0,151632.0
2021-03-19,151736.0,6296232.0,151736.0
2021-03-20,151837.0,6323450.0,151837.0
2021-03-21,151964.0,6349252.0,151964.0
2021-03-22,152072.0,6374527.0,152072.0
2021-03-23,152167.0,6406937.0,152167.0
2021-03-24,152237.0,6437508.0,152237.0
2021-03-25,152316.0,6461598.0,152316.0
2021-03-26,152391.0,6487152.0,152391.0
2021-03-27,152456.0,6508244.0,152456.0
2021-03-28,152506.0,6527839.0,152506.0
2021-03-29,152577.0,6542860.0,152577.0
2021-03-30,152633.0,6570711.0,152633.0
2021-03-31,152707.0,6594173.0,152707.0
2021-04-01,152770.0,6610400.0,152770.0
2021-04-02,152820.0,6623118.0,152820.0
2021-04-03,152862.0,6636021.0,152862.0
2021-04-04,152915.0,6647068.0,152915.0
2021-04-05,152960.0,6647627.0,152960.0
2021-04-06,153005.0,6678294.0,153005.0
2021-04-07,153051.0,6699382.0,153051.0
2021-04-08,153113.0,6718893.0,153113.0
2021-04-09,153151.0,6735072.0,153151.0
2021-04-10,153194.0,6748585.0,153194.0
2021-04-11,153235.0,6760059.0,153235.0
2021-04-12,153273.0,6772671.0,153273.0
2021-04-13,153320.0,6785039.0,153320.0
2021-04-14,153355.0,6805174.0,153355.0
2021-04-15,153398.0,6819775.0,153398.0
2021-04-16,153430.0,6831965.0,153430.0
2021-04-17,153473.0,6845147.0,153473.0
2021-04-18,153504.0,6850532.0,153504.0
2021-04-19,153527.0,6884009.0,153527.0
2021-04-20,153562.0,6920869.0,153562.0
2021-04-21,153598.0,6938159.0,153598.0
2021-04-22,153631.0,6972105.0,153631.0
2021-04-23,153660.0,6997599.0,153660.0
2021-04-24,153684.0,7022945.0,153684.0
2021-04-25,153711.0,7047515.0,153711.0
2021-04-26,153732.0,7072020.0,153732.0
2021-04-27,153757.0,7109086.0,153757.0
2021-04-28,153778.0,7136350.0,153778.0
2021-04-29,153795.0,7160054.0,153795.0
2021-04-30,153811.0,7179764.0,153811.0
2021-05-01,153827.0,7196839.0,153827.0
2021-05-02,153846.0,7214960.0,153846.0
2021-05-03,153863.0,7228911.0,153863.0
2021-05-04,153878.0,7243277.0,153878.0
2021-05-05,153900.0,7261225.0,153900.0
2021-05-06,153917.0,7296126.0,153917.0
2021-05-07,153935.0,7312643.0,153935.0
2021-05-08,153955.0,7327267.0,153955.0
2021-05-09,153966.0,7342824.0,153966.0
2021-05-10,153974.0,7351811.0,153974.0
2021-05-11,153995.0,7385162.0,153995.0
2021-05-12,154010.0,7424732.0,154010.0
2021-05-13,154025.0,7478601.0,154025.0
2021-05-14,154039.0,7524356.0,154039.0
2021-05-15,154054.0,7564093.0,154054.0
2021-05-16,154068.0,7601452.0,154068.0
2021-05-17,154081.0,7634941.0,154081.0
2021-05-18,154092.0,7698195.0,154092.0
2021-05-19,154096.0,7726768.0,154096.0
2021-05-20,154103.0,7752299.0,154103.0
2021-05-21,154121.0,7775170.0,154121.0
2021-05-22,154125.0,7794045.0,154125.0
